A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,Type
0.27451,0.321429,0.357143,0.346154,0.37037,0.454545,0.347826,0.222222,0.5,0.25641,0.333333,0.451613,0.416667,0.217391,0.423077,0.36,0.578947,0.384615,0.233333,0,0.142857,0.4,0.56,0.45,0.423077,0.354839,0.481481,0.681818,0.428571,0.125,0,0.867191,0.372093,0.126316,0.046971,0.536842,0.536711,0.89192,0.551044,0.474522,0.767513,0.474522,0.80903,Jogging
0.254902,0.321429,0.25,0.538462,0.296296,0.363636,0.304348,0.333333,0.4375,0.307692,0.30303,0.387097,0.458333,0.304348,0.423077,0.32,0.684211,0.346154,0.2,0,0.142857,0.32,0.44,0.5,0.5,0.580645,0.296296,0.636364,0.47619,0.104167,0,0.880148,0.386628,0.757895,0.050579,0.545615,0.556535,0.900315,0.516241,0.488854,0.766497,0.488854,0.818371,Jogging
0.235294,0.357143,0.392857,0.307692,0.407407,0.318182,0.391304,0.444444,0.375,0.282051,0.272727,0.419355,0.375,0.391304,0.384615,0.44,0.526316,0.423077,0.166667,0,0.171429,0.2,0.4,0.65,0.461538,0.419355,0.444444,0.545455,0.619048,0.125,0,0.875521,0.452035,0.352632,0.050852,0.405263,0.53304,0.869885,0.559165,0.464172,0.736041,0.464172,0.79917,Jogging
0.254902,0.285714,0.464286,0.269231,0.444444,0.363636,0.434783,0.407407,0.40625,0.205128,0.333333,0.322581,0.5,0.26087,0.461538,0.52,0.473684,0.307692,0.2,0,0.2,0.4,0.52,0.45,0.5,0.290323,0.333333,0.636364,0.428571,0.1875,0,0.867191,0.388081,0.459648,0.048288,0.784211,0.516887,0.865687,0.606729,0.45621,0.754315,0.45621,0.809549,Jogging
0.215686,0.392857,0.357143,0.423077,0.296296,0.363636,0.478261,0.37037,0.4375,0.230769,0.30303,0.354839,0.583333,0.304348,0.5,0.36,0.473684,0.384615,0.233333,0,0.228571,0.6,0.4,0.6,0.384615,0.322581,0.296296,0.545455,0.47619,0.166667,0,0.855622,0.319767,0.284211,0.044638,0.275438,0.523495,0.880378,0.611369,0.459395,0.760406,0.459395,0.806435,Jogging
0.176471,0.535714,0.25,0.461538,0.37037,0.454545,0.478261,0.333333,0.34375,0.230769,0.333333,0.258065,0.5,0.608696,0.230769,0.52,0.578947,0.307692,0.266667,0,0.342857,0.56,0.56,0.5,0.307692,0.193548,0.296296,0.590909,0.428571,0.1875,0,0.863489,0.273256,0.343859,0.051444,0.610526,0.508076,0.884575,0.661253,0.440287,0.759391,0.440287,0.817852,Jogging
0.176471,0.357143,0.392857,0.346154,0.407407,0.5,0.478261,0.333333,0.375,0.230769,0.272727,0.354839,0.375,0.478261,0.5,0.28,0.631579,0.384615,0.266667,0,0.428571,0.56,0.36,0.35,0.307692,0.290323,0.333333,0.545455,0.380952,0.229167,0,0.880148,0.257267,0.684211,0.045766,0.447368,0.477974,0.869885,0.662413,0.408439,0.749239,0.408439,0.816814,Jogging
0.215686,0.428571,0.285714,0.423077,0.296296,0.409091,0.391304,0.444444,0.46875,0.179487,0.30303,0.290323,0.375,0.521739,0.5,0.4,0.526316,0.384615,0.233333,0,0.428571,0.4,0.4,0.5,0.461538,0.193548,0.185185,0.454545,0.666667,0.208333,0,0.867654,0.3125,0.258947,0.052895,0.368421,0.506608,0.857293,0.667053,0.437898,0.751269,0.437898,0.813181,Jogging
0.196078,0.392857,0.321429,0.423077,0.407407,0.409091,0.434783,0.37037,0.28125,0.333333,0.30303,0.290323,0.416667,0.478261,0.576923,0.24,0.421053,0.384615,0.233333,0,0.257143,0.56,0.28,0.6,0.5,0.322581,0.296296,0.454545,0.571429,0.1875,0,0.874595,0.325581,0.202632,0.043942,0.678947,0.513216,0.866737,0.613689,0.447452,0.754315,0.447452,0.817852,Jogging
0.215686,0.25,0.5,0.384615,0.37037,0.454545,0.347826,0.407407,0.375,0.25641,0.333333,0.322581,0.5,0.391304,0.307692,0.4,0.578947,0.461538,0.166667,0,0.314286,0.56,0.44,0.5,0.423077,0.225806,0.37037,0.318182,0.52381,0.25,0,0.867191,0.324128,0.205263,0.052123,0.6,0.512482,0.905561,0.657773,0.448248,0.773604,0.448248,0.826155,Jogging
0.156863,0.357143,0.464286,0.423077,0.296296,0.454545,0.652174,0.296296,0.3125,0.25641,0.30303,0.258065,0.5,0.478261,0.423077,0.36,0.421053,0.461538,0.233333,0,0.228571,0.44,0.32,0.55,0.423077,0.483871,0.296296,0.454545,0.428571,0.25,0,0.883387,0.414244,0.292632,0.046731,0.289474,0.488253,0.868835,0.62065,0.410032,0.752284,0.410032,0.811624,Jogging
0.215686,0.321429,0.357143,0.346154,0.296296,0.545455,0.652174,0.296296,0.28125,0.25641,0.30303,0.419355,0.291667,0.391304,0.576923,0.24,0.526316,0.307692,0.333333,0,0.228571,0.44,0.32,0.7,0.230769,0.322581,0.555556,0.545455,0.428571,0.208333,0,0.869968,0.411337,0.252632,0.04901,0.360526,0.491189,0.884575,0.62297,0.428344,0.764467,0.428344,0.80903,Jogging
0.196078,0.321429,0.321429,0.5,0.333333,0.545455,0.652174,0.296296,0.34375,0.179487,0.30303,0.322581,0.458333,0.391304,0.346154,0.4,0.526316,0.423077,0.233333,0,0.228571,0.24,0.64,0.6,0.307692,0.419355,0.333333,0.409091,0.571429,0.1875,0,0.888015,0.382267,0.328421,0.046383,0.292105,0.467695,0.871983,0.613689,0.397293,0.740102,0.397293,0.802283,Jogging
0.215686,0.357143,0.321429,0.384615,0.444444,0.5,0.521739,0.407407,0.21875,0.25641,0.333333,0.322581,0.375,0.478261,0.346154,0.4,0.473684,0.461538,0.1,0,0.228571,0.4,0.36,0.5,0.346154,0.354839,0.518519,0.409091,0.619048,0.1875,0,0.881536,0.417151,0.228069,0.062703,0.273684,0.493392,0.89192,0.632251,0.440287,0.765482,0.440287,0.822522,Jogging
0.235294,0.321429,0.392857,0.384615,0.407407,0.454545,0.434783,0.481481,0.25,0.230769,0.272727,0.451613,0.333333,0.521739,0.461538,0.36,0.368421,0.384615,0.3,0,0.2,0.36,0.4,0.55,0.423077,0.387097,0.407407,0.545455,0.52381,0.1875,0,0.861175,0.425872,0.778947,0.043581,0.394737,0.492658,0.87723,0.610209,0.426752,0.752284,0.426752,0.800727,Jogging
0.215686,0.321429,0.5,0.346154,0.296296,0.318182,0.434783,0.444444,0.28125,0.307692,0.363636,0.290323,0.416667,0.565217,0.307692,0.48,0.263158,0.384615,0.233333,0,0.371429,0.28,0.32,0.35,0.5,0.258065,0.62963,0.272727,0.52381,0.25,0,0.863026,0.392442,0.178947,0.053667,0.278947,0.546256,0.900315,0.613689,0.484873,0.781726,0.484873,0.829268,Jogging
0.254902,0.357143,0.392857,0.269231,0.333333,0.363636,0.434783,0.37037,0.3125,0.333333,0.393939,0.258065,0.458333,0.521739,0.269231,0.4,0.526316,0.346154,0.166667,0,0.257143,0.36,0.32,0.65,0.346154,0.258065,0.407407,0.5,0.666667,0.208333,0,0.864415,0.454942,0.678947,0.053282,0.213684,0.559471,0.903463,0.645012,0.504777,0.773604,0.504777,0.83342,Jogging
0.156863,0.321429,0.5,0.346154,0.407407,0.409091,0.652174,0.333333,0.25,0.25641,0.242424,0.354839,0.458333,0.434783,0.5,0.2,0.526316,0.423077,0.3,0,0.285714,0.36,0.4,0.45,0.307692,0.451613,0.518519,0.363636,0.428571,0.229167,0,0.890791,0.363372,0.259648,0.047079,0.38772,0.492658,0.888772,0.596288,0.427548,0.760406,0.427548,0.821484,Jogging
0.137255,0.464286,0.285714,0.461538,0.481481,0.5,0.391304,0.444444,0.25,0.25641,0.333333,0.225806,0.458333,0.521739,0.346154,0.32,0.789474,0.384615,0.2,0,0.4,0.48,0.36,0.45,0.346154,0.387097,0.259259,0.409091,0.428571,0.270833,0,0.876446,0.331395,0.763158,0.046125,0.284211,0.469897,0.887723,0.676334,0.401274,0.765482,0.401274,0.822003,Jogging
0.156863,0.428571,0.392857,0.538462,0.333333,0.409091,0.434783,0.407407,0.28125,0.25641,0.30303,0.322581,0.541667,0.478261,0.384615,0.2,0.684211,0.423077,0.266667,0,0.314286,0.48,0.32,0.65,0.423077,0.387097,0.333333,0.272727,0.47619,0.229167,0,0.87367,0.335756,0.605263,0.042915,0.278947,0.515419,0.900315,0.635731,0.453822,0.772589,0.453822,0.828749,Jogging
0.196078,0.392857,0.428571,0.269231,0.259259,0.5,0.608696,0.37037,0.28125,0.307692,0.30303,0.258065,0.541667,0.347826,0.423077,0.28,0.631579,0.461538,0.1,0,0.314286,0.4,0.4,0.55,0.384615,0.290323,0.333333,0.409091,0.47619,0.270833,0,0.893568,0.366279,0.184211,0.048288,0.485964,0.515419,0.882476,0.661253,0.457006,0.756345,0.457006,0.836015,Jogging
0.215686,0.428571,0.25,0.423077,0.481481,0.454545,0.478261,0.37037,0.15625,0.307692,0.30303,0.258065,0.416667,0.478261,0.461538,0.36,0.421053,0.346154,0.233333,0,0.285714,0.48,0.36,0.6,0.423077,0.322581,0.296296,0.454545,0.380952,0.270833,0,0.882462,0.348837,0.6,0.063455,0.433333,0.498532,0.888772,0.62065,0.445064,0.77868,0.445064,0.827193,Jogging
0.215686,0.5,0.357143,0.269231,0.296296,0.363636,0.478261,0.481481,0.3125,0.282051,0.30303,0.290323,0.458333,0.478261,0.307692,0.44,0.526316,0.384615,0.166667,0,0.4,0.32,0.52,0.55,0.384615,0.258065,0.296296,0.454545,0.47619,0.229167,0,0.878297,0.306686,0.547368,0.051072,0.436842,0.538913,0.894019,0.674014,0.47293,0.772589,0.47293,0.845355,Jogging
0.196078,0.321429,0.5,0.307692,0.259259,0.363636,0.521739,0.481481,0.28125,0.282051,0.363636,0.322581,0.375,0.478261,0.307692,0.4,0.631579,0.384615,0.133333,0,0.285714,0.52,0.36,0.35,0.423077,0.387097,0.37037,0.363636,0.47619,0.270833,0,0.875983,0.385174,0.240602,0.048262,0.492983,0.533774,0.889822,0.642691,0.474522,0.752284,0.474522,0.829787,Jogging
0.196078,0.392857,0.321429,0.346154,0.296296,0.636364,0.608696,0.37037,0.21875,0.230769,0.333333,0.290323,0.291667,0.521739,0.384615,0.44,0.421053,0.384615,0.166667,0,0.485714,0.32,0.28,0.35,0.461538,0.290323,0.444444,0.363636,0.428571,0.291667,0,0.889866,0.364826,0.442105,0.056134,0.505263,0.493392,0.889822,0.678654,0.43949,0.774619,0.43949,0.842242,Jogging
0.117647,0.428571,0.321429,0.384615,0.62963,0.636364,0.304348,0.407407,0.21875,0.230769,0.30303,0.16129,0.333333,0.73913,0.461538,0.2,0.578947,0.576923,0.133333,0,0.457143,0.32,0.44,0.7,0.192308,0.290323,0.222222,0.409091,0.333333,0.354167,0,0.893105,0.34593,0.357895,0.041604,0.352632,0.43906,0.875131,0.733179,0.374204,0.759391,0.374204,0.82823,Jogging
0.078431,0.464286,0.321429,0.653846,0.481481,0.727273,0.26087,0.185185,0.21875,0.307692,0.30303,0.354839,0.375,0.73913,0.192308,0.28,0.631579,0.538462,0.1,0,0.371429,0.36,0.28,0.45,0.423077,0.258065,0.444444,0.409091,0.666667,0.25,0,0.854697,0.431686,0.323684,0.040623,0.284211,0.458884,0.915005,0.691415,0.392516,0.777665,0.392516,0.806954,Jogging
0.196078,0.285714,0.321429,0.461538,0.555556,0.590909,0.304348,0.481481,0.25,0.230769,0.333333,0.258065,0.375,0.347826,0.423077,0.4,0.631579,0.346154,0.3,0,0.285714,0.4,0.36,0.5,0.5,0.322581,0.518519,0.272727,0.428571,0.208333,0,0.897733,0.327035,0.357895,0.049952,0.457895,0.465492,0.879328,0.596288,0.406847,0.764467,0.406847,0.818371,Jogging
0,0.035714,0.035714,0.038462,0.074074,0.045455,0.043478,0.037037,0.03125,0,0,0,0.041667,0,0.038462,0.08,0.105263,0.038462,0,0,0,0.04,0.04,0.05,0.038462,0.064516,0,0.045455,0.095238,0.020833,0,0.53031,0.62936,0.355979,0,0.391079,0.022761,0.081847,0.044084,0.209395,1,0.209395,0.051894,Jogging
0,0.392857,0.285714,0.384615,0.259259,0.363636,0.695652,0.481481,0.3125,0.487179,0.242424,0.225806,0.166667,0.173913,0.461538,0.44,0.578947,0.115385,0.133333,0.632653,0.285714,0.44,0.68,0.55,0.461538,0.225806,0.222222,0.318182,0.714286,0.145833,0,0.853309,0.398256,0.329825,0.056964,0.468421,0.637298,0.747114,0.664733,0.631369,0.570558,0.631369,0.797094,Jogging
0,0.785714,0.464286,0.269231,0.296296,0.409091,0.521739,0.37037,0.1875,0.410256,0.181818,0.225806,0.208333,0.217391,0.461538,0.52,0.631579,0.423077,0.166667,0.469388,0.371429,0.36,0.6,0.55,0.346154,0.354839,0.185185,0.363636,0.619048,0.1875,0,0.78621,0.438953,0.315789,0.122523,1,0.78928,0.613851,0.682135,0.798567,0.456853,0.798567,0.826155,Jogging
0,0.75,0.392857,0.423077,0.259259,0.409091,0.565217,0.333333,0.28125,0.333333,0.212121,0.322581,0.333333,0.391304,0.5,0.44,0.421053,0.384615,0.366667,0.265306,0.314286,0.4,0.28,0.4,0.461538,0.419355,0.444444,0.545455,0.333333,0.208333,0,0.685794,0.534884,0.235088,0.418919,0.389474,0.772394,0.565582,0.62761,0.779459,0.405076,0.779459,0.774261,Jogging
0,0.75,0.25,0.5,0.333333,0.409091,0.608696,0.296296,0.375,0.230769,0.272727,0.322581,0.416667,0.521739,0.230769,0.4,0.736842,0.461538,0.2,0.244898,0.371429,0.24,0.52,0.6,0.384615,0.322581,0.37037,0.5,0.380952,0.208333,0,0.658954,0.476744,0.310526,0.184986,0.238596,0.757709,0.557188,0.63109,0.764331,0.401015,0.764331,0.76492,Jogging
0,0.75,0.321429,0.461538,0.37037,0.454545,0.434783,0.37037,0.34375,0.230769,0.30303,0.387097,0.5,0.391304,0.346154,0.32,0.578947,0.384615,0.433333,0.163265,0.285714,0.32,0.4,0.5,0.346154,0.354839,0.407407,0.5,0.428571,0.25,0,0.658029,0.574128,0.384211,0.207808,0.205263,0.773862,0.580273,0.648492,0.779459,0.411168,0.779459,0.776855,Jogging
0,0.714286,0.357143,0.423077,0.37037,0.5,0.391304,0.333333,0.34375,0.25641,0.242424,0.387097,0.458333,0.434783,0.461538,0.52,0.315789,0.461538,0.4,0.122449,0.314286,0.44,0.44,0.55,0.461538,0.290323,0.37037,0.454545,0.380952,0.229167,0,0.636742,0.497093,0.315789,0.25637,0.810526,0.784141,0.535152,0.653132,0.78742,0.382741,0.78742,0.773223,Jogging
0,0.714286,0.392857,0.384615,0.37037,0.5,0.521739,0.333333,0.28125,0.282051,0.272727,0.451613,0.5,0.391304,0.307692,0.36,0.315789,0.384615,0.4,0.244898,0.314286,0.28,0.48,0.55,0.346154,0.419355,0.296296,0.5,0.380952,0.25,0,0.65988,0.547965,0.308773,0.27336,0.131579,0.764317,0.586569,0.663573,0.773089,0.409137,0.773089,0.775298,Jogging
0,0.75,0.392857,0.384615,0.407407,0.454545,0.391304,0.407407,0.25,0.282051,0.30303,0.419355,0.625,0.347826,0.307692,0.2,0.578947,0.423077,0.3,0.244898,0.257143,0.56,0.28,0.7,0.346154,0.258065,0.481481,0.454545,0.333333,0.25,0,0.651087,0.540698,0.368421,0.432432,0.234737,0.787078,0.598111,0.663573,0.796178,0.429442,0.796178,0.78412,Jogging
0,0.821429,0.535714,0.230769,0.296296,0.5,0.521739,0.259259,0.40625,0.205128,0.30303,0.290323,0.541667,0.434783,0.5,0.28,0.263158,0.384615,0.5,0.183673,0.257143,0.32,0.48,0.4,0.346154,0.387097,0.444444,0.590909,0.571429,0.166667,0,0.662656,0.590116,0.636842,0.154301,0.710526,0.798825,0.579224,0.62181,0.809713,0.403046,0.809713,0.785677,Jogging
0,0.857143,0.357143,0.307692,0.407407,0.454545,0.434783,0.333333,0.34375,0.25641,0.30303,0.419355,0.541667,0.391304,0.230769,0.36,0.578947,0.269231,0.466667,0.204082,0.4,0.4,0.36,0.5,0.384615,0.258065,0.222222,0.636364,0.428571,0.270833,0,0.650625,0.539244,0.307895,0.405405,0.428947,0.801762,0.578174,0.7529,0.811306,0.403046,0.811306,0.812662,Jogging
0,0.75,0.357143,0.423077,0.37037,0.454545,0.478261,0.37037,0.34375,0.230769,0.30303,0.322581,0.375,0.478261,0.346154,0.36,0.631579,0.423077,0.333333,0.22449,0.342857,0.4,0.36,0.5,0.423077,0.322581,0.333333,0.5,0.428571,0.208333,0,0.663119,0.488372,0.547368,0.245559,0.794737,0.772394,0.578174,0.663573,0.780255,0.422335,0.780255,0.78412,Jogging
0,0.75,0.464286,0.384615,0.222222,0.5,0.391304,0.407407,0.28125,0.333333,0.363636,0.290323,0.458333,0.391304,0.384615,0.48,0.473684,0.269231,0.4,0.22449,0.257143,0.48,0.28,0.5,0.423077,0.322581,0.518519,0.5,0.380952,0.208333,0,0.650625,0.55814,0.635088,0.151351,0.294737,0.787812,0.579224,0.62181,0.788217,0.430457,0.788217,0.776336,Jogging
0,0.75,0.392857,0.538462,0.259259,0.363636,0.434783,0.333333,0.28125,0.307692,0.333333,0.258065,0.5,0.565217,0.269231,0.36,0.421053,0.576923,0.233333,0.22449,0.2,0.48,0.32,0.55,0.461538,0.322581,0.407407,0.590909,0.52381,0.145833,0,0.651087,0.540698,0.394737,0.115829,0.478947,0.803965,0.561385,0.581206,0.807325,0.393909,0.807325,0.770109,Jogging
0,0.75,0.321429,0.5,0.407407,0.5,0.347826,0.407407,0.3125,0.205128,0.333333,0.258065,0.333333,0.565217,0.384615,0.36,0.842105,0.384615,0.3,0.163265,0.228571,0.52,0.36,0.45,0.576923,0.451613,0.37037,0.363636,0.285714,0.229167,0,0.648311,0.52907,0.726316,0.32,0.298246,0.784875,0.548793,0.634571,0.782643,0.401015,0.782643,0.773742,Jogging
0,0.642857,0.357143,0.384615,0.555556,0.454545,0.434783,0.37037,0.34375,0.205128,0.30303,0.290323,0.458333,0.478261,0.346154,0.44,0.789474,0.346154,0.333333,0.102041,0.285714,0.48,0.4,0.5,0.384615,0.290323,0.296296,0.454545,0.619048,0.229167,0,0.634891,0.578488,0.384211,0.165405,0.8,0.762115,0.532004,0.683295,0.769108,0.369543,0.769108,0.763363,Jogging
0,0.607143,0.464286,0.423077,0.444444,0.363636,0.434783,0.37037,0.375,0.230769,0.363636,0.225806,0.375,0.434783,0.423077,0.44,0.578947,0.461538,0.366667,0.122449,0.228571,0.36,0.52,0.6,0.423077,0.322581,0.444444,0.363636,0.47619,0.208333,0,0.633503,0.581395,0.557895,0.169369,0.194737,0.769457,0.559286,0.640371,0.768312,0.429442,0.768312,0.768552,Jogging
0,0.642857,0.321429,0.384615,0.407407,0.5,0.478261,0.407407,0.34375,0.230769,0.333333,0.290323,0.5,0.565217,0.346154,0.4,0.421053,0.5,0.3,0.163265,0.228571,0.44,0.36,0.65,0.384615,0.290323,0.296296,0.5,0.714286,0.1875,0,0.630727,0.579942,0.423684,0.180541,0.457895,0.746696,0.56978,0.650812,0.75,0.426396,0.75,0.760249,Jogging
0,0.714286,0.321429,0.307692,0.481481,0.590909,0.434783,0.333333,0.375,0.230769,0.424242,0.322581,0.375,0.434783,0.307692,0.32,0.684211,0.423077,0.333333,0.163265,0.228571,0.36,0.4,0.7,0.423077,0.290323,0.444444,0.409091,0.47619,0.229167,0,0.643221,0.56686,0.189474,0.263064,0.536842,0.758443,0.588667,0.63109,0.759554,0.431472,0.759554,0.75973,Jogging
0,0.678571,0.428571,0.384615,0.407407,0.545455,0.347826,0.444444,0.28125,0.25641,0.272727,0.387097,0.375,0.478261,0.423077,0.32,0.684211,0.384615,0.333333,0.163265,0.228571,0.48,0.48,0.6,0.384615,0.258065,0.37037,0.454545,0.619048,0.145833,0,0.646923,0.517442,0.789474,0.286486,0.294737,0.776065,0.560336,0.655452,0.781051,0.404061,0.781051,0.774779,Jogging
0,0.821429,0.392857,0.346154,0.407407,0.5,0.304348,0.444444,0.3125,0.179487,0.272727,0.354839,0.583333,0.434783,0.576923,0.16,0.473684,0.384615,0.333333,0.183673,0.314286,0.36,0.4,0.4,0.346154,0.225806,0.407407,0.681818,0.428571,0.270833,0,0.63304,0.619186,0.260526,0.467568,0.464912,0.804699,0.549843,0.711137,0.812102,0.386802,0.812102,0.796575,Jogging
0,0.714286,0.428571,0.384615,0.333333,0.454545,0.434783,0.333333,0.40625,0.230769,0.30303,0.548387,0.416667,0.26087,0.423077,0.28,0.315789,0.461538,0.433333,0.204082,0.342857,0.48,0.4,0.5,0.269231,0.290323,0.37037,0.363636,0.714286,0.208333,0,0.653401,0.537791,0.489474,0.188108,0.528069,0.779736,0.607555,0.692575,0.789809,0.428426,0.789809,0.791386,Jogging
0,0.678571,0.428571,0.307692,0.481481,0.545455,0.347826,0.37037,0.28125,0.307692,0.30303,0.387097,0.416667,0.521739,0.423077,0.28,0.526316,0.346154,0.3,0.22449,0.285714,0.52,0.36,0.45,0.384615,0.290323,0.296296,0.545455,0.571429,0.229167,0,0.639519,0.545058,0.347368,0.149189,0.384211,0.787812,0.586569,0.698376,0.785032,0.439594,0.785032,0.791386,Jogging
0,0.75,0.357143,0.461538,0.407407,0.409091,0.391304,0.444444,0.28125,0.230769,0.333333,0.322581,0.375,0.478261,0.5,0.28,0.473684,0.307692,0.433333,0.204082,0.342857,0.28,0.44,0.45,0.384615,0.322581,0.444444,0.454545,0.47619,0.25,0,0.655252,0.582849,0.389474,0.151351,0.124562,0.78928,0.563484,0.680974,0.79379,0.385787,0.79379,0.787753,Jogging
0,0.785714,0.25,0.384615,0.407407,0.5,0.521739,0.407407,0.34375,0.205128,0.333333,0.483871,0.5,0.347826,0.384615,0.4,0.263158,0.461538,0.333333,0.142857,0.371429,0.52,0.2,0.45,0.346154,0.290323,0.407407,0.363636,0.666667,0.229167,0,0.621009,0.555233,0.219299,0.515315,0.196842,0.759178,0.566632,0.716937,0.771497,0.408122,0.771497,0.778412,Jogging
0,0.714286,0.214286,0.423077,0.481481,0.590909,0.347826,0.407407,0.3125,0.282051,0.363636,0.225806,0.5,0.521739,0.423077,0.4,0.421053,0.307692,0.366667,0.204082,0.257143,0.48,0.24,0.45,0.461538,0.387097,0.37037,0.545455,0.428571,0.229167,0,0.63813,0.574128,0.336842,0.203604,0.323158,0.756975,0.578174,0.62413,0.756369,0.44264,0.756369,0.765957,Jogging
0,0.75,0.321429,0.307692,0.444444,0.5,0.347826,0.555556,0.28125,0.25641,0.333333,0.225806,0.375,0.565217,0.269231,0.48,0.684211,0.384615,0.433333,0.122449,0.314286,0.36,0.36,0.6,0.346154,0.387097,0.37037,0.409091,0.52381,0.1875,0,0.652938,0.530523,0.207518,0.416216,0.794737,0.76652,0.537251,0.643852,0.776274,0.372589,0.776274,0.75973,Jogging
0,0.714286,0.357143,0.423077,0.259259,0.590909,0.434783,0.407407,0.28125,0.25641,0.333333,0.16129,0.458333,0.782609,0.384615,0.28,0.578947,0.423077,0.333333,0.142857,0.257143,0.36,0.4,0.4,0.307692,0.548387,0.37037,0.590909,0.47619,0.166667,0,0.63813,0.571221,0.557895,0.240541,0.295789,0.771659,0.532004,0.599768,0.77707,0.375635,0.77707,0.751946,Jogging
0,0.678571,0.321429,0.5,0.296296,0.363636,0.652174,0.333333,0.375,0.230769,0.242424,0.258065,0.458333,0.391304,0.730769,0.24,0.631579,0.384615,0.366667,0.142857,0.257143,0.52,0.48,0.3,0.384615,0.322581,0.444444,0.5,0.333333,0.270833,0,0.658029,0.568314,0.129825,0.432432,0.378947,0.744493,0.518363,0.658933,0.755573,0.352284,0.755573,0.748832,Jogging
0,0.321429,0.178571,0.269231,0.259259,0.227273,0.173913,0.222222,0.125,0.076923,0.212121,0.129032,0.125,0.26087,0.230769,0.28,0.368421,0.192308,0.133333,0.061224,0.142857,0.12,0.32,0.3,0.153846,0.16129,0.259259,0.272727,0.142857,0.083333,0,0.559926,0.56686,0.142105,0.143243,0.189474,0.371512,0.257083,0.284223,0.752389,0.384772,0.752389,0.359626,Jogging
0,0,0.071429,0.230769,0.222222,0.681818,0.73913,0.333333,0.53125,0.74359,0.272727,0.419355,0.166667,0.26087,0.346154,0.24,0.368421,0.307692,0.366667,0.367347,0.2,0.36,0.68,0.6,0.576923,0.258065,0.296296,0.363636,0.333333,0.229167,0,0.838963,0.530523,0.221053,0.048288,0.431579,0.501468,0.817419,0.62993,0.444268,0.640609,0.444268,0.739491,Jogging
0,0.035714,0.214286,0.269231,0.296296,0.772727,0.565217,0.592593,0.59375,0.358974,0.151515,0.387097,0.208333,0.26087,0.269231,0.4,0.578947,0.230769,0.166667,0.428571,0.285714,0.4,0.56,0.6,0.384615,0.290323,0.296296,0.454545,0.428571,0.208333,0,0.870893,0.498547,0.563158,0.03861,0.594737,0.474302,0.782791,0.667053,0.411624,0.612183,0.411624,0.746757,Jogging
0,0.178571,0.428571,0.307692,0.481481,0.545455,0.608696,0.37037,0.3125,0.435897,0.151515,0.129032,0.25,0.478261,0.423077,0.44,0.421053,0.384615,0.133333,0.44898,0.2,0.48,0.68,0.7,0.346154,0.322581,0.296296,0.454545,0.285714,0.208333,0,0.88385,0.485465,0.657895,0.053667,0.305263,0.602056,0.726128,0.617169,0.574841,0.546193,0.574841,0.775817,Jogging
0,0.178571,0.428571,0.307692,0.333333,0.681818,0.478261,0.481481,0.4375,0.358974,0.151515,0.193548,0.291667,0.434783,0.307692,0.56,0.473684,0.192308,0.233333,0.44898,0.228571,0.28,0.84,0.6,0.384615,0.322581,0.259259,0.409091,0.428571,0.208333,0,0.867654,0.508721,0.905263,0.043942,0.275438,0.585903,0.745016,0.62065,0.557325,0.562437,0.557325,0.765439,Jogging
0,0.035714,0.25,0.461538,0.481481,0.636364,0.608696,0.518519,0.34375,0.410256,0.242424,0.129032,0.416667,0.304348,0.384615,0.32,0.421053,0.269231,0.2,0.469388,0.228571,0.44,0.64,0.6,0.307692,0.290323,0.296296,0.409091,0.47619,0.229167,0,0.867191,0.534884,0.256141,0.049581,0.310526,0.530103,0.792235,0.649652,0.476911,0.614213,0.476911,0.763363,Jogging
0,0.035714,0.107143,0.230769,0.444444,0.863636,0.695652,0.444444,0.4375,0.487179,0.181818,0.290323,0.291667,0.434783,0.192308,0.24,0.631579,0.230769,0.3,0.408163,0.2,0.48,0.72,0.55,0.346154,0.290323,0.444444,0.363636,0.238095,0.25,0,0.86025,0.50436,0.389474,0.044638,0.178947,0.466226,0.770199,0.645012,0.397293,0.60203,0.397293,0.734821,Jogging
0.039216,0.357143,0.428571,0.307692,0.333333,0.545455,0.565217,0.407407,0.3125,0.410256,0.272727,0.16129,0.208333,0.26087,0.5,0.4,0.526316,0.269231,0.166667,0.469388,0.371429,0.4,0.52,0.6,0.346154,0.322581,0.296296,0.409091,0.47619,0.1875,0,0.847293,0.454942,0.182457,0.056056,0.302632,0.638032,0.774397,0.674014,0.628185,0.619289,0.628185,0.810067,Jogging
0.137255,0.571429,0.357143,0.423077,0.296296,0.409091,0.347826,0.333333,0.3125,0.384615,0.272727,0.16129,0.208333,0.217391,0.346154,0.64,0.578947,0.192308,0.266667,0.510204,0.371429,0.44,0.56,0.5,0.346154,0.258065,0.37037,0.318182,0.571429,0.1875,0,0.845442,0.456395,0.505263,0.069286,0.307895,0.779001,0.714586,0.725058,0.779459,0.560406,0.779459,0.87234,Jogging
